2020-04-21 12:04:275 INFO  BrowserSelector :26 - Launching Chrome Browser
2020-04-21 12:04:611 INFO  BrowserSelector :26 - Launching Chrome Browser
2020-04-21 12:04:179 INFO  HomePage :43 - Clicking on register link :[[ChromeDriver: chrome on WINDOWS (ecc68b89280c7c553f987b46286e2587)] -> link text: Register]
2020-04-21 12:04:841 INFO  BrowserSelector :26 - Launching Chrome Browser
2020-04-21 12:04:48 INFO  HomePage :43 - Clicking on register link :[[ChromeDriver: chrome on WINDOWS (2a21030c33aa84844ec5a6ab6523b1f4)] -> link text: Register]
2020-04-21 12:04:125 INFO  RegisterPage :59 - Clicking on Radio Button :[[ChromeDriver: chrome on WINDOWS (2a21030c33aa84844ec5a6ab6523b1f4)] -> id: gender-female]
2020-04-21 12:04:195 INFO  RegisterPage :64 - Entering First Name : Taj in first name field[[ChromeDriver: chrome on WINDOWS (2a21030c33aa84844ec5a6ab6523b1f4)] -> id: FirstName]
2020-04-21 12:04:252 INFO  RegisterPage :69 - Entering last Name : Mahal in the last name field[[ChromeDriver: chrome on WINDOWS (2a21030c33aa84844ec5a6ab6523b1f4)] -> id: LastName]
2020-04-21 12:04:394 INFO  RegisterPage :74 - Selecting Date Of Birth : 1 in the day of birth field[[ChromeDriver: chrome on WINDOWS (2a21030c33aa84844ec5a6ab6523b1f4)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-21 12:04:498 INFO  RegisterPage :79 - Selecting Month Of Birth : July in the month of birth field[[ChromeDriver: chrome on WINDOWS (2a21030c33aa84844ec5a6ab6523b1f4)] -> xpath: //select[@name='DateOfBirthMonth']]
2020-04-21 12:04:597 INFO  RegisterPage :84 - Selecting year of birth : 1986 in the year of birth field[[ChromeDriver: chrome on WINDOWS (2a21030c33aa84844ec5a6ab6523b1f4)] -> xpath: //select[@name='DateOfBirthYear']]
2020-04-21 12:04:704 INFO  RegisterPage :96 - Entering company name : Physio Care in the company name field[[ChromeDriver: chrome on WINDOWS (2a21030c33aa84844ec5a6ab6523b1f4)] -> id: Company]
2020-04-21 12:04:812 INFO  RegisterPage :89 - Entering emailId : abc@yahoomail.com in the email field[[ChromeDriver: chrome on WINDOWS (2a21030c33aa84844ec5a6ab6523b1f4)] -> id: Email]
2020-04-21 12:04:897 INFO  RegisterPage :101 - Entering password : Tajmahal06 in the password field[[ChromeDriver: chrome on WINDOWS (2a21030c33aa84844ec5a6ab6523b1f4)] -> id: Password]
2020-04-21 12:04:999 INFO  RegisterPage :106 - Entering conform password : Tajmahal06 in the conformpassword field : [[ChromeDriver: chrome on WINDOWS (2a21030c33aa84844ec5a6ab6523b1f4)] -> id: ConfirmPassword]
2020-04-21 12:04:84 INFO  RegisterPage :111 - Clicking on Register Btn : [[ChromeDriver: chrome on WINDOWS (2a21030c33aa84844ec5a6ab6523b1f4)] -> xpath: //input[@id='register-button']]
2020-04-21 12:04:165 INFO  RegConfPage :30 - Getting register conform message :Proxy element for: DefaultElementLocator 'By.xpath: //div[@class='result']'
2020-04-21 12:04:869 INFO  BrowserSelector :26 - Launching Chrome Browser
2020-04-21 12:04:105 INFO  HomePage :43 - Clicking on register link :[[ChromeDriver: chrome on WINDOWS (ec5c3318a982c012f213e03705dde952)] -> link text: Register]
2020-04-21 12:04:182 INFO  RegisterPage :59 - Clicking on Radio Button :[[ChromeDriver: chrome on WINDOWS (ec5c3318a982c012f213e03705dde952)] -> id: gender-female]
2020-04-21 12:04:252 INFO  RegisterPage :64 - Entering First Name : Taj in first name field[[ChromeDriver: chrome on WINDOWS (ec5c3318a982c012f213e03705dde952)] -> id: FirstName]
2020-04-21 12:04:312 INFO  RegisterPage :69 - Entering last Name : Mahal in the last name field[[ChromeDriver: chrome on WINDOWS (ec5c3318a982c012f213e03705dde952)] -> id: LastName]
2020-04-21 12:04:434 INFO  RegisterPage :74 - Selecting Date Of Birth : 1 in the day of birth field[[ChromeDriver: chrome on WINDOWS (ec5c3318a982c012f213e03705dde952)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-21 12:04:535 INFO  RegisterPage :79 - Selecting Month Of Birth : July in the month of birth field[[ChromeDriver: chrome on WINDOWS (ec5c3318a982c012f213e03705dde952)] -> xpath: //select[@name='DateOfBirthMonth']]
2020-04-21 12:04:637 INFO  RegisterPage :84 - Selecting year of birth : 1986 in the year of birth field[[ChromeDriver: chrome on WINDOWS (ec5c3318a982c012f213e03705dde952)] -> xpath: //select[@name='DateOfBirthYear']]
2020-04-21 12:04:768 INFO  RegisterPage :96 - Entering company name : Physio Care in the company name field[[ChromeDriver: chrome on WINDOWS (ec5c3318a982c012f213e03705dde952)] -> id: Company]
2020-04-21 12:04:893 INFO  RegisterPage :89 - Entering emailId : abc@yahoomail.com in the email field[[ChromeDriver: chrome on WINDOWS (ec5c3318a982c012f213e03705dde952)] -> id: Email]
2020-04-21 12:04:982 INFO  RegisterPage :101 - Entering password : Tajmahal06 in the password field[[ChromeDriver: chrome on WINDOWS (ec5c3318a982c012f213e03705dde952)] -> id: Password]
2020-04-21 12:04:76 INFO  RegisterPage :106 - Entering conform password : Tajmahal06 in the conformpassword field : [[ChromeDriver: chrome on WINDOWS (ec5c3318a982c012f213e03705dde952)] -> id: ConfirmPassword]
2020-04-21 12:04:170 INFO  RegisterPage :111 - Clicking on Register Btn : [[ChromeDriver: chrome on WINDOWS (ec5c3318a982c012f213e03705dde952)] -> xpath: //input[@id='register-button']]
2020-04-21 12:04:211 INFO  RegConfPage :30 - Getting register conform message :Proxy element for: DefaultElementLocator 'By.xpath: //div[@class='result']'
2020-04-21 12:04:11 INFO  BrowserSelector :26 - Launching Chrome Browser
2020-04-21 12:04:599 INFO  HomePage :37 - Clicking on login link :[[ChromeDriver: chrome on WINDOWS (31b1b3c1be26d0cda586df66f2d5cd62)] -> link text: Log in]
2020-04-21 12:04:677 INFO  LoginPage :36 - Entering emailId :abc@yahoomail.com in the emailfield :[[ChromeDriver: chrome on WINDOWS (31b1b3c1be26d0cda586df66f2d5cd62)] -> id: Email]
2020-04-21 12:04:747 INFO  LoginPage :42 - Entering password :Tajmahal06 in the password field :[[ChromeDriver: chrome on WINDOWS (31b1b3c1be26d0cda586df66f2d5cd62)] -> id: Password]
2020-04-21 12:04:814 INFO  LoginPage :48 - Clicking on login Button :[[ChromeDriver: chrome on WINDOWS (31b1b3c1be26d0cda586df66f2d5cd62)] -> xpath: //input[@class='button-1 login-button']]
2020-04-21 12:04:833 INFO  LoginPage :53 - Getting welcome text :[[ChromeDriver: chrome on WINDOWS (31b1b3c1be26d0cda586df66f2d5cd62)] -> xpath: //div[@class='page-title']//h1]
2020-04-21 12:04:904 INFO  BrowserSelector :26 - Launching Chrome Browser
2020-04-21 12:04:740 INFO  HomePage :43 - Clicking on register link :[[ChromeDriver: chrome on WINDOWS (e8514dc23a923ecb55accb3af58707aa)] -> link text: Register]
2020-04-21 12:04:917 INFO  BrowserSelector :26 - Launching Chrome Browser
2020-04-21 12:04:968 INFO  BrowserSelector :26 - Launching Chrome Browser
2020-04-21 12:04:473 INFO  HomePage :37 - Clicking on login link :[[ChromeDriver: chrome on WINDOWS (10688e4a9ddd6cacbfb397d4eafc6ff7)] -> link text: Log in]
2020-04-21 12:04:548 INFO  LoginPage :36 - Entering emailId :abc@yahoomail.com in the emailfield :[[ChromeDriver: chrome on WINDOWS (10688e4a9ddd6cacbfb397d4eafc6ff7)] -> id: Email]
2020-04-21 12:04:632 INFO  LoginPage :42 - Entering password :Tajmahal06 in the password field :[[ChromeDriver: chrome on WINDOWS (10688e4a9ddd6cacbfb397d4eafc6ff7)] -> id: Password]
2020-04-21 12:04:726 INFO  LoginPage :48 - Clicking on login Button :[[ChromeDriver: chrome on WINDOWS (10688e4a9ddd6cacbfb397d4eafc6ff7)] -> xpath: //input[@class='button-1 login-button']]
2020-04-21 12:04:772 INFO  LoginPage :48 - Clicking on login Button :[[ChromeDriver: chrome on WINDOWS (10688e4a9ddd6cacbfb397d4eafc6ff7)] -> xpath: //input[@class='button-1 login-button']]
2020-04-21 12:04:857 INFO  BrowserSelector :26 - Launching Chrome Browser
2020-04-21 12:04:524 INFO  HomePage :43 - Clicking on register link :[[ChromeDriver: chrome on WINDOWS (f6e0b6c55e3166550411b6aecddf71f3)] -> link text: Register]
2020-04-21 12:04:603 INFO  RegisterPage :59 - Clicking on Radio Button :[[ChromeDriver: chrome on WINDOWS (f6e0b6c55e3166550411b6aecddf71f3)] -> id: gender-female]
2020-04-21 12:04:661 INFO  RegisterPage :64 - Entering First Name : Taj in first name field[[ChromeDriver: chrome on WINDOWS (f6e0b6c55e3166550411b6aecddf71f3)] -> id: FirstName]
2020-04-21 12:04:716 INFO  RegisterPage :69 - Entering last Name : Mahal in the last name field[[ChromeDriver: chrome on WINDOWS (f6e0b6c55e3166550411b6aecddf71f3)] -> id: LastName]
2020-04-21 12:04:832 INFO  RegisterPage :74 - Selecting Date Of Birth : 1 in the day of birth field[[ChromeDriver: chrome on WINDOWS (f6e0b6c55e3166550411b6aecddf71f3)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-21 12:04:939 INFO  RegisterPage :79 - Selecting Month Of Birth : July in the month of birth field[[ChromeDriver: chrome on WINDOWS (f6e0b6c55e3166550411b6aecddf71f3)] -> xpath: //select[@name='DateOfBirthMonth']]
2020-04-21 12:04:50 INFO  RegisterPage :84 - Selecting year of birth : 1986 in the year of birth field[[ChromeDriver: chrome on WINDOWS (f6e0b6c55e3166550411b6aecddf71f3)] -> xpath: //select[@name='DateOfBirthYear']]
2020-04-21 12:04:158 INFO  RegisterPage :96 - Entering company name : Physio Care in the company name field[[ChromeDriver: chrome on WINDOWS (f6e0b6c55e3166550411b6aecddf71f3)] -> id: Company]
2020-04-21 12:04:269 INFO  RegisterPage :89 - Entering emailId : abc@yahoomail.com in the email field[[ChromeDriver: chrome on WINDOWS (f6e0b6c55e3166550411b6aecddf71f3)] -> id: Email]
2020-04-21 12:04:362 INFO  RegisterPage :101 - Entering password : Tajmahal06 in the password field[[ChromeDriver: chrome on WINDOWS (f6e0b6c55e3166550411b6aecddf71f3)] -> id: Password]
2020-04-21 12:04:449 INFO  RegisterPage :106 - Entering conform password : Tajmahal06 in the conformpassword field : [[ChromeDriver: chrome on WINDOWS (f6e0b6c55e3166550411b6aecddf71f3)] -> id: ConfirmPassword]
2020-04-21 12:04:536 INFO  RegisterPage :111 - Clicking on Register Btn : [[ChromeDriver: chrome on WINDOWS (f6e0b6c55e3166550411b6aecddf71f3)] -> xpath: //input[@id='register-button']]
2020-04-21 12:04:388 INFO  BrowserSelector :26 - Launching Chrome Browser
2020-04-21 12:04:56 INFO  BrowserSelector :26 - Launching Chrome Browser
2020-04-21 12:04:881 INFO  BrowserSelector :26 - Launching Chrome Browser
2020-04-21 13:04:442 INFO  BrowserSelector :27 - Launching Chrome Browser
2020-04-21 13:04:155 INFO  HomePage :44 - Clicking on register link :[[ChromeDriver: chrome on WINDOWS (cf86f3e6f3859df65ff1705848cd2d16)] -> link text: Register]
2020-04-21 13:04:292 INFO  RegisterPage :60 - Clicking on Radio Button :[[ChromeDriver: chrome on WINDOWS (cf86f3e6f3859df65ff1705848cd2d16)] -> id: gender-female]
2020-04-21 13:04:461 INFO  RegisterPage :65 - Entering First Name : Taj in first name field[[ChromeDriver: chrome on WINDOWS (cf86f3e6f3859df65ff1705848cd2d16)] -> id: FirstName]
2020-04-21 13:04:620 INFO  RegisterPage :70 - Entering last Name : Mahal in the last name field[[ChromeDriver: chrome on WINDOWS (cf86f3e6f3859df65ff1705848cd2d16)] -> id: LastName]
2020-04-21 13:04:859 INFO  RegisterPage :75 - Selecting Date Of Birth : 1 in the day of birth field[[ChromeDriver: chrome on WINDOWS (cf86f3e6f3859df65ff1705848cd2d16)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-21 13:04:77 INFO  RegisterPage :80 - Selecting Month Of Birth : July in the month of birth field[[ChromeDriver: chrome on WINDOWS (cf86f3e6f3859df65ff1705848cd2d16)] -> xpath: //select[@name='DateOfBirthMonth']]
2020-04-21 13:04:289 INFO  RegisterPage :85 - Selecting year of birth : 1986 in the year of birth field[[ChromeDriver: chrome on WINDOWS (cf86f3e6f3859df65ff1705848cd2d16)] -> xpath: //select[@name='DateOfBirthYear']]
2020-04-21 13:04:481 INFO  RegisterPage :97 - Entering company name : Physio Care in the company name field[[ChromeDriver: chrome on WINDOWS (cf86f3e6f3859df65ff1705848cd2d16)] -> id: Company]
2020-04-21 13:04:747 INFO  RegisterPage :90 - Entering emailId : abc@yahoomail.com in the email field[[ChromeDriver: chrome on WINDOWS (cf86f3e6f3859df65ff1705848cd2d16)] -> id: Email]
2020-04-21 13:04:965 INFO  RegisterPage :102 - Entering password : Tajmahal06 in the password field[[ChromeDriver: chrome on WINDOWS (cf86f3e6f3859df65ff1705848cd2d16)] -> id: Password]
2020-04-21 13:04:176 INFO  RegisterPage :107 - Entering conform password : Tajmahal06 in the conformpassword field : [[ChromeDriver: chrome on WINDOWS (cf86f3e6f3859df65ff1705848cd2d16)] -> id: ConfirmPassword]
2020-04-21 13:04:938 INFO  RegisterPage :112 - Clicking on Register Btn : Proxy element for: DefaultElementLocator 'By.xpath: //input[@id='register-button']'
2020-04-21 13:04:981 INFO  RegConfPage :31 - Getting register conform message :[[ChromeDriver: chrome on WINDOWS (cf86f3e6f3859df65ff1705848cd2d16)] -> xpath: //div[@class='result']]
2020-04-21 13:04:342 INFO  BrowserSelector :27 - Launching Chrome Browser
2020-04-21 13:04:315 INFO  HomePage :44 - Clicking on register link :[[ChromeDriver: chrome on WINDOWS (61a352366043dfebb66b5e67fdca31a9)] -> link text: Register]
2020-04-21 13:04:454 INFO  RegisterPage :60 - Clicking on Radio Button :[[ChromeDriver: chrome on WINDOWS (61a352366043dfebb66b5e67fdca31a9)] -> id: gender-female]
2020-04-21 13:04:624 INFO  RegisterPage :65 - Entering First Name : Taj in first name field[[ChromeDriver: chrome on WINDOWS (61a352366043dfebb66b5e67fdca31a9)] -> id: FirstName]
2020-04-21 13:04:790 INFO  RegisterPage :70 - Entering last Name : Mahal in the last name field[[ChromeDriver: chrome on WINDOWS (61a352366043dfebb66b5e67fdca31a9)] -> id: LastName]
2020-04-21 13:04:998 INFO  RegisterPage :75 - Selecting Date Of Birth : 1 in the day of birth field[[ChromeDriver: chrome on WINDOWS (61a352366043dfebb66b5e67fdca31a9)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-21 13:04:209 INFO  RegisterPage :80 - Selecting Month Of Birth : July in the month of birth field[[ChromeDriver: chrome on WINDOWS (61a352366043dfebb66b5e67fdca31a9)] -> xpath: //select[@name='DateOfBirthMonth']]
2020-04-21 13:04:429 INFO  RegisterPage :85 - Selecting year of birth : 1986 in the year of birth field[[ChromeDriver: chrome on WINDOWS (61a352366043dfebb66b5e67fdca31a9)] -> xpath: //select[@name='DateOfBirthYear']]
2020-04-21 13:04:671 INFO  RegisterPage :97 - Entering company name : Physio Care in the company name field[[ChromeDriver: chrome on WINDOWS (61a352366043dfebb66b5e67fdca31a9)] -> id: Company]
2020-04-21 13:04:971 INFO  RegisterPage :90 - Entering emailId : abc@yahoomail.com in the email field[[ChromeDriver: chrome on WINDOWS (61a352366043dfebb66b5e67fdca31a9)] -> id: Email]
2020-04-21 13:04:226 INFO  RegisterPage :102 - Entering password : Tajmahal06 in the password field[[ChromeDriver: chrome on WINDOWS (61a352366043dfebb66b5e67fdca31a9)] -> id: Password]
2020-04-21 13:04:476 INFO  RegisterPage :107 - Entering conform password : Tajmahal06 in the conformpassword field : [[ChromeDriver: chrome on WINDOWS (61a352366043dfebb66b5e67fdca31a9)] -> id: ConfirmPassword]
2020-04-21 13:04:03 INFO  RegisterPage :112 - Clicking on Register Btn : Proxy element for: DefaultElementLocator 'By.xpath: //input[@id='register-button']'
2020-04-21 13:04:41 INFO  RegConfPage :31 - Getting register conform message :[[ChromeDriver: chrome on WINDOWS (61a352366043dfebb66b5e67fdca31a9)] -> xpath: //div[@class='result']]
2020-04-21 13:04:856 INFO  BrowserSelector :27 - Launching Chrome Browser
2020-04-21 13:04:63 INFO  HomePage :44 - Clicking on register link :[[ChromeDriver: chrome on WINDOWS (32643ce4f1927f7562c604f9779108d3)] -> link text: Register]
2020-04-21 13:04:223 INFO  RegisterPage :60 - Clicking on Radio Button :[[ChromeDriver: chrome on WINDOWS (32643ce4f1927f7562c604f9779108d3)] -> id: gender-female]
2020-04-21 13:04:424 INFO  RegisterPage :65 - Entering First Name : Taj in first name field[[ChromeDriver: chrome on WINDOWS (32643ce4f1927f7562c604f9779108d3)] -> id: FirstName]
2020-04-21 13:04:633 INFO  RegisterPage :70 - Entering last Name : Mahal in the last name field[[ChromeDriver: chrome on WINDOWS (32643ce4f1927f7562c604f9779108d3)] -> id: LastName]
2020-04-21 13:04:917 INFO  RegisterPage :75 - Selecting Date Of Birth : 1 in the day of birth field[[ChromeDriver: chrome on WINDOWS (32643ce4f1927f7562c604f9779108d3)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-21 13:04:147 INFO  RegisterPage :80 - Selecting Month Of Birth : July in the month of birth field[[ChromeDriver: chrome on WINDOWS (32643ce4f1927f7562c604f9779108d3)] -> xpath: //select[@name='DateOfBirthMonth']]
2020-04-21 13:04:393 INFO  RegisterPage :85 - Selecting year of birth : 1986 in the year of birth field[[ChromeDriver: chrome on WINDOWS (32643ce4f1927f7562c604f9779108d3)] -> xpath: //select[@name='DateOfBirthYear']]
2020-04-21 13:04:708 INFO  RegisterPage :90 - Entering emailId : abc@yahoomail.com in the email field[[ChromeDriver: chrome on WINDOWS (32643ce4f1927f7562c604f9779108d3)] -> id: Email]
2020-04-21 13:04:953 INFO  RegisterPage :97 - Entering company name : Physio Care in the company name field[[ChromeDriver: chrome on WINDOWS (32643ce4f1927f7562c604f9779108d3)] -> id: Company]
2020-04-21 13:04:182 INFO  RegisterPage :102 - Entering password : Tajmahal06 in the password field[[ChromeDriver: chrome on WINDOWS (32643ce4f1927f7562c604f9779108d3)] -> id: Password]
2020-04-21 13:04:422 INFO  RegisterPage :107 - Entering conform password : Tajmahal06 in the conformpassword field : [[ChromeDriver: chrome on WINDOWS (32643ce4f1927f7562c604f9779108d3)] -> id: ConfirmPassword]
2020-04-21 13:04:916 INFO  RegisterPage :112 - Clicking on Register Btn : Proxy element for: DefaultElementLocator 'By.xpath: //input[@id='register-button']'
2020-04-21 13:04:956 INFO  RegConfPage :31 - Getting register conform message :[[ChromeDriver: chrome on WINDOWS (32643ce4f1927f7562c604f9779108d3)] -> xpath: //div[@class='result']]
2020-04-21 13:04:331 INFO  BrowserSelector :27 - Launching Chrome Browser
2020-04-21 13:04:673 INFO  HomePage :44 - Clicking on register link :[[ChromeDriver: chrome on WINDOWS (8b4b3833818a6ed0d9482914b4faf904)] -> link text: Register]
2020-04-21 13:04:831 INFO  RegisterPage :60 - Clicking on Radio Button :[[ChromeDriver: chrome on WINDOWS (8b4b3833818a6ed0d9482914b4faf904)] -> id: gender-female]
2020-04-21 13:04:45 INFO  RegisterPage :65 - Entering First Name : Taj in first name field[[ChromeDriver: chrome on WINDOWS (8b4b3833818a6ed0d9482914b4faf904)] -> id: FirstName]
2020-04-21 13:04:262 INFO  RegisterPage :70 - Entering last Name : Mahal in the last name field[[ChromeDriver: chrome on WINDOWS (8b4b3833818a6ed0d9482914b4faf904)] -> id: LastName]
2020-04-21 13:04:554 INFO  RegisterPage :75 - Selecting Date Of Birth : 1 in the day of birth field[[ChromeDriver: chrome on WINDOWS (8b4b3833818a6ed0d9482914b4faf904)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-21 13:04:817 INFO  RegisterPage :80 - Selecting Month Of Birth : July in the month of birth field[[ChromeDriver: chrome on WINDOWS (8b4b3833818a6ed0d9482914b4faf904)] -> xpath: //select[@name='DateOfBirthMonth']]
2020-04-21 13:04:100 INFO  RegisterPage :85 - Selecting year of birth : 1986 in the year of birth field[[ChromeDriver: chrome on WINDOWS (8b4b3833818a6ed0d9482914b4faf904)] -> xpath: //select[@name='DateOfBirthYear']]
2020-04-21 13:04:460 INFO  RegisterPage :90 - Entering emailId : abc@yahoomail.com in the email field[[ChromeDriver: chrome on WINDOWS (8b4b3833818a6ed0d9482914b4faf904)] -> id: Email]
2020-04-21 13:04:724 INFO  RegisterPage :97 - Entering company name : Physio Care in the company name field[[ChromeDriver: chrome on WINDOWS (8b4b3833818a6ed0d9482914b4faf904)] -> id: Company]
2020-04-21 13:04:942 INFO  RegisterPage :102 - Entering password : Tajmahal06 in the password field[[ChromeDriver: chrome on WINDOWS (8b4b3833818a6ed0d9482914b4faf904)] -> id: Password]
2020-04-21 13:04:189 INFO  RegisterPage :107 - Entering conform password : Tajmahal06 in the conformpassword field : [[ChromeDriver: chrome on WINDOWS (8b4b3833818a6ed0d9482914b4faf904)] -> id: ConfirmPassword]
2020-04-21 13:04:797 INFO  RegisterPage :112 - Clicking on Register Btn : Proxy element for: DefaultElementLocator 'By.xpath: //input[@id='register-button']'
2020-04-21 13:04:840 INFO  RegConfPage :31 - Getting register conform message :[[ChromeDriver: chrome on WINDOWS (8b4b3833818a6ed0d9482914b4faf904)] -> xpath: //div[@class='result']]
2020-04-21 13:04:654 INFO  BrowserSelector :27 - Launching Chrome Browser
2020-04-21 13:04:450 INFO  BrowserSelector :27 - Launching Chrome Browser
2020-04-21 14:04:796 INFO  BrowserSelector :27 - Launching Chrome Browser
2020-04-21 14:04:31 INFO  HomePage :37 - Clicking on login link :[[ChromeDriver: chrome on WINDOWS (1216af0a819dd97d697df8163761645a)] -> link text: Log in]
2020-04-21 14:04:959 INFO  LoginPage :37 - Entering emailId :abc@yahoomail.com in the emailfield :[[ChromeDriver: chrome on WINDOWS (1216af0a819dd97d697df8163761645a)] -> id: Email]
2020-04-21 14:04:156 INFO  LoginPage :43 - Entering password :Tajmahal06 in the password field :[[ChromeDriver: chrome on WINDOWS (1216af0a819dd97d697df8163761645a)] -> id: Password]
2020-04-21 14:04:347 INFO  LoginPage :49 - Clicking on login Button :[[ChromeDriver: chrome on WINDOWS (1216af0a819dd97d697df8163761645a)] -> xpath: //input[@class='button-1 login-button']]
2020-04-21 14:04:394 INFO  LoginPage :54 - Getting welcome text :[[ChromeDriver: chrome on WINDOWS (1216af0a819dd97d697df8163761645a)] -> xpath: //div[@class='page-title']//h1]
2020-04-21 14:04:545 INFO  BrowserSelector :27 - Launching Chrome Browser
2020-04-21 14:04:818 INFO  HomePage :44 - Clicking on register link :[[ChromeDriver: chrome on WINDOWS (c51ef16d95b550cc3484227d8eea80a8)] -> link text: Register]
2020-04-21 14:04:136 INFO  BrowserSelector :27 - Launching Chrome Browser
2020-04-21 14:04:820 INFO  BrowserSelector :27 - Launching Chrome Browser
2020-04-21 14:04:898 INFO  HomePage :37 - Clicking on login link :[[ChromeDriver: chrome on WINDOWS (01b8a21e374f69c6a33b4fedd835aea3)] -> link text: Log in]
2020-04-21 14:04:439 INFO  LoginPage :37 - Entering emailId :abc@yahoomail.com in the emailfield :[[ChromeDriver: chrome on WINDOWS (01b8a21e374f69c6a33b4fedd835aea3)] -> id: Email]
2020-04-21 14:04:691 INFO  LoginPage :43 - Entering password :Tajmahal06 in the password field :[[ChromeDriver: chrome on WINDOWS (01b8a21e374f69c6a33b4fedd835aea3)] -> id: Password]
2020-04-21 14:04:877 INFO  LoginPage :49 - Clicking on login Button :[[ChromeDriver: chrome on WINDOWS (01b8a21e374f69c6a33b4fedd835aea3)] -> xpath: //input[@class='button-1 login-button']]
2020-04-21 14:04:11 INFO  LoginPage :49 - Clicking on login Button :[[ChromeDriver: chrome on WINDOWS (01b8a21e374f69c6a33b4fedd835aea3)] -> xpath: //input[@class='button-1 login-button']]
2020-04-21 14:04:119 INFO  BrowserSelector :27 - Launching Chrome Browser
2020-04-21 14:04:957 INFO  HomePage :44 - Clicking on register link :[[ChromeDriver: chrome on WINDOWS (ec0b83f340240f0aff10a833c33d5afe)] -> link text: Register]
2020-04-21 14:04:65 INFO  RegisterPage :60 - Clicking on Radio Button :[[ChromeDriver: chrome on WINDOWS (ec0b83f340240f0aff10a833c33d5afe)] -> id: gender-female]
2020-04-21 14:04:214 INFO  RegisterPage :65 - Entering First Name : Taj in first name field[[ChromeDriver: chrome on WINDOWS (ec0b83f340240f0aff10a833c33d5afe)] -> id: FirstName]
2020-04-21 14:04:357 INFO  RegisterPage :70 - Entering last Name : Mahal in the last name field[[ChromeDriver: chrome on WINDOWS (ec0b83f340240f0aff10a833c33d5afe)] -> id: LastName]
2020-04-21 14:04:545 INFO  RegisterPage :75 - Selecting Date Of Birth : 1 in the day of birth field[[ChromeDriver: chrome on WINDOWS (ec0b83f340240f0aff10a833c33d5afe)] -> xpath: //select[@name='DateOfBirthDay']]
2020-04-21 14:04:701 INFO  RegisterPage :80 - Selecting Month Of Birth : July in the month of birth field[[ChromeDriver: chrome on WINDOWS (ec0b83f340240f0aff10a833c33d5afe)] -> xpath: //select[@name='DateOfBirthMonth']]
